#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
#   IPW-3 Cut/Slice DATA SUBMITTAL FORM for Test Case NACA0012_Cp_Conditions
#
#       NOMENCLATURE:
#                  X [m]:  X-coordinate of the surface (clean for reference)
#                  Y [m]:  Y-coordinate of the surface (clean for reference)
#                  Z [m]:  Z-coordinate of the surface (clean for reference)
#                  Cp [-]:  Pressure coefficient
#
#    FLOW CONDITIONS:
#                                   AOA: 4.0 deg
#                           Mach Number: 0.3114 [-]
#       Mean aerodynamic chord (M.A.C.): 0.5334 [m]
#                       Reynolds Number: 3.8441 million (based on MAC)
#                       Freestream Temp: 267.75 [K]
#                        Reference area: 0.97548 [m2]
#               Moment Reference Center: 0.13335, 0, 0 [m] (X, Y, Z)
#
#
#              NOTES: 1. Please use at least 5 decimal places in the numerical values
#                     2. If data are NOT provided, please fill data fields with a numerical value of "-999"
#
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
 VARIABLES = "X" "Y" "Z" "Cp"

 ZONE T="SLICE_Y_0p9144_CUTDATA"

1.94796659e-02 9.143999815E-01 -8.94221105e-03 5.21866322e-01
2.33825669e-02 9.143999815E-01 -1.05912955e-02 4.52225000e-01
2.90997457e-02 9.143999815E-01 -1.27412295e-02 3.78524125e-01
3.50500829e-02 9.143999815E-01 -1.47218267e-02 3.05593789e-01
3.89966816e-02 9.143999815E-01 -1.59218088e-02 2.37030193e-01
4.28837054e-02 9.143999815E-01 -1.70272328e-02 1.79466337e-01
4.90118638e-02 9.143999815E-01 -1.86388902e-02 1.30911097e-01
5.52359857e-02 9.143999815E-01 -2.01372262e-02 9.27547142e-02
6.15389980e-02 9.143999815E-01 -2.15294994e-02 6.30923435e-02
6.79062456e-02 9.143999815E-01 -2.28255819e-02 3.98660041e-02
7.17160776e-02 9.143999815E-01 -2.35530920e-02 2.04096343e-02
7.54820630e-02 9.143999815E-01 -2.42402833e-02 4.39004553e-03
8.18654224e-02 9.143999815E-01 -2.53386386e-02 -9.64057725e-03
8.82914364e-02 9.143999815E-01 -2.63638496e-02 -2.17253361e-02
9.47470516e-02 9.143999815E-01 -2.73224357e-02 -3.22121382e-02
1.01234578e-01 9.143999815E-01 -2.82171853e-02 -4.14089002e-02
1.07739851e-01 9.143999815E-01 -2.90519223e-02 -4.96678315e-02
1.11390390e-01 9.143999815E-01 -2.94953790e-02 -5.72889820e-02
1.15011096e-01 9.143999815E-01 -2.99174935e-02 -6.40530139e-02
1.21507026e-01 9.143999815E-01 -3.06322575e-02 -7.00980201e-02
1.28018156e-01 9.143999815E-01 -3.13000195e-02 -7.51645118e-02
1.34544492e-01 9.143999815E-01 -3.19210291e-02 -7.92242289e-02
1.41083926e-01 9.143999815E-01 -3.24995555e-02 -8.23081955e-02
1.47632405e-01 9.143999815E-01 -3.30352858e-02 -8.44757706e-02
1.54190555e-01 9.143999815E-01 -3.35328169e-02 -8.58652592e-02
1.60757482e-01 9.143999815E-01 -3.39927673e-02 -8.66063237e-02
1.67331979e-01 9.143999815E-01 -3.44178565e-02 -8.68407339e-02
1.73909605e-01 9.143999815E-01 -3.48081961e-02 -8.67284015e-02
1.80495024e-01 9.143999815E-01 -3.51671502e-02 -8.64538923e-02
1.87080637e-01 9.143999815E-01 -3.54954787e-02 -8.62218142e-02
1.93675771e-01 9.143999815E-01 -3.57933156e-02 -8.62013847e-02
2.00268045e-01 9.143999815E-01 -3.60651091e-02 -8.64572301e-02
2.03691140e-01 9.143999815E-01 -3.61945368e-02 -8.69085938e-02
2.07099408e-01 9.143999815E-01 -3.63166071e-02 -8.73329863e-02
2.13675812e-01 9.143999815E-01 -3.65335718e-02 -8.74375925e-02
2.20251977e-01 9.143999815E-01 -3.67256962e-02 -8.69595483e-02
2.26832941e-01 9.143999815E-01 -3.68947722e-02 -8.57566148e-02
2.33413324e-01 9.143999815E-01 -3.70419174e-02 -8.38483199e-02
2.39998415e-01 9.143999815E-01 -3.71672474e-02 -8.13823417e-02
2.46585339e-01 9.143999815E-01 -3.72727252e-02 -7.85736442e-02
2.53169745e-01 9.143999815E-01 -3.73579264e-02 -7.56252036e-02
2.59757549e-01 9.143999815E-01 -3.74247283e-02 -7.26602525e-02
2.66346574e-01 9.143999815E-01 -3.74727696e-02 -6.97322339e-02
2.72936016e-01 9.143999815E-01 -3.75042260e-02 -6.68334663e-02
2.79523253e-01 9.143999815E-01 -3.75178494e-02 -6.39296919e-02
2.86112309e-01 9.143999815E-01 -3.75157781e-02 -6.09708354e-02
2.92702645e-01 9.143999815E-01 -3.74976285e-02 -5.79509363e-02
2.99292266e-01 9.143999815E-01 -3.74645479e-02 -5.48219197e-02
3.05881560e-01 9.143999815E-01 -3.74170765e-02 -5.15704602e-02
3.12468886e-01 9.143999815E-01 -3.73554230e-02 -4.81971428e-02
3.19058150e-01 9.143999815E-01 -3.72796059e-02 -4.47023213e-02
3.25646967e-01 9.143999815E-01 -3.71901542e-02 -4.11126614e-02
3.32235277e-01 9.143999815E-01 -3.70883234e-02 -3.74665521e-02
3.38822991e-01 9.143999815E-01 -3.69730778e-02 -3.38146575e-02
3.45409125e-01 9.143999815E-01 -3.68460454e-02 -3.02091259e-02
3.51996362e-01 9.143999815E-01 -3.67069058e-02 -2.66736168e-02
3.58581960e-01 9.143999815E-01 -3.65560949e-02 -2.31986176e-02
3.65167648e-01 9.143999815E-01 -3.63939442e-02 -1.97139494e-02
3.68545234e-01 9.143999815E-01 -3.63059267e-02 -1.61726903e-02
3.71928424e-01 9.143999815E-01 -3.62154320e-02 -1.23821460e-02
3.78523976e-01 9.143999815E-01 -3.60291116e-02 -8.31828359e-03
3.85116756e-01 9.143999815E-01 -3.58327664e-02 -3.85248847e-03
3.91708672e-01 9.143999815E-01 -3.56254466e-02 1.00880640e-03
3.98299545e-01 9.143999815E-01 -3.54073532e-02 6.22485159e-03
4.04890627e-01 9.143999815E-01 -3.51775065e-02 1.17403166e-02
4.11478817e-01 9.143999815E-01 -3.49386744e-02 1.75275654e-02
4.18066979e-01 9.143999815E-01 -3.46879810e-02 2.35620532e-02
4.24653739e-01 9.143999815E-01 -3.44265439e-02 2.98619028e-02
4.31238860e-01 9.143999815E-01 -3.41550969e-02 3.64724472e-02
4.37822700e-01 9.143999815E-01 -3.38728540e-02 4.34761234e-02
4.44405347e-01 9.143999815E-01 -3.35796550e-02 5.10117449e-02
4.50986385e-01 9.143999815E-01 -3.32764462e-02 5.92985414e-02
4.57565904e-01 9.143999815E-01 -3.29622142e-02 6.86070025e-02
4.64143783e-01 9.143999815E-01 -3.26361656e-02 7.92024136e-02
4.70720083e-01 9.143999815E-01 -3.22998799e-02 9.12290290e-02
4.77294445e-01 9.143999815E-01 -3.19526382e-02 1.04493372e-01
4.83866721e-01 9.143999815E-01 -3.15932706e-02 1.18302904e-01
4.90437597e-01 9.143999815E-01 -3.12223826e-02 1.31382883e-01
4.97005761e-01 9.143999815E-01 -3.08405552e-02 1.41993955e-01
5.03572524e-01 9.143999815E-01 -3.04458700e-02 1.48368731e-01
5.10136247e-01 9.143999815E-01 -3.00392806e-02 1.49192363e-01
5.13626576e-01 9.143999815E-01 -2.98180394e-02 1.44093603e-01
5.13577521e-01 9.143999815E-01 -2.32723486e-02 1.34769946e-01
5.09765148e-01 9.143999815E-01 -2.24889182e-02 1.28677919e-01
5.03438532e-01 9.143999815E-01 -2.11982857e-02 1.17577478e-01
4.97104526e-01 9.143999815E-01 -1.99177750e-02 1.02312677e-01
4.90763456e-01 9.143999815E-01 -1.86488256e-02 8.43866616e-02
4.84416276e-01 9.143999815E-01 -1.73893217e-02 6.53848872e-02
4.80615705e-01 9.143999815E-01 -1.66406073e-02 4.63087857e-02
4.76819217e-01 9.143999815E-01 -1.58969034e-02 2.82352380e-02
4.70469266e-01 9.143999815E-01 -1.46628469e-02 1.11881439e-02
4.64112669e-01 9.143999815E-01 -1.34379221e-02 -4.60779760e-03
4.57749993e-01 9.143999815E-01 -1.22223012e-02 -1.93195119e-02
4.51381445e-01 9.143999815E-01 -1.10168792e-02 -3.31840105e-02
4.47597325e-01 9.143999815E-01 -1.03059607e-02 -4.65246364e-02
4.43816423e-01 9.143999815E-01 -9.59885027e-03 -5.93863651e-02
4.37446594e-01 9.143999815E-01 -8.41661915e-03 -7.19543919e-02
4.31070387e-01 9.143999815E-01 -7.24330172e-03 -8.41928348e-02
4.24688727e-01 9.143999815E-01 -6.07970357e-03 -9.60978344e-02
4.18301314e-01 9.143999815E-01 -4.92541399e-03 -1.07656948e-01
